288009,1125,NIFTY MID SELECT,NIFTY MIDCAP SELECT (MIDCPNIFTY),0,,0,0,0,EQ,INDICES,NSE
256777,1003,NIFTY MIDCAP 100,NIFTY MIDCAP 100,0,,0,0,0,EQ,INDICES,NSE
266249,1040,NIFTY MIDCAP 150,NIFTY MIDCAP 150,0,,0,0,0,EQ,INDICES,NSE
260873,1019,NIFTY MIDCAP 50,NIFTY MIDCAP 50,0,,0,0,0,EQ,INDICES,NSE
266505,1041,NIFTY MIDSML 400,NIFTY MIDSML 400,0,,0,0,0,EQ,INDICES,NSE
262153,1024,NIFTY MNC,NIFTY MNC,0,,0,0,0,EQ,INDICES,NSE
270857,1058,NIFTY NEXT 50,NIFTY NEXT 50,0,,0,0,0,EQ,INDICES,NSE
262409,1025,NIFTY PHARMA,NIFTY PHARMA,0,,0,0,0,EQ,INDICES,NSE
262665,1026,NIFTY PSE,NIFTY PSE,0,,0,0,0,EQ,INDICES,NSE
262921,1027,NIFTY PSU BANK,NIFTY PSU BANK,0,,0,0,0,EQ,INDICES,NSE
271113,1059,NIFTY PVT BANK,NIFTY PVT BANK,0,,0,0,0,EQ,INDICES,NSE
261129,1020,NIFTY REALTY,NIFTY REALTY,0,,0,0,0,EQ,INDICES,NSE
263177,1028,NIFTY SERV SECTOR,NIFTY SERV SECTOR,0,,0,0,0,EQ,INDICES,NSE
267017,1043,NIFTY SMLCAP 100,NIFTY SMLCAP 100,0,,0,0,0,EQ,INDICES,NSE
267273,1044,NIFTY SMLCAP 250,NIFTY SMLCAP 250,0,,0,0,0,EQ,INDICES,NSE
266761,1042,NIFTY SMLCAP 50,NIFTY SMLCAP 50,0,,0,0,0,EQ,INDICES,NSE
271881,1062,NIFTY100 EQL WGT,NIFTY100 EQL WGT,0,,0,0,0,EQ,INDICES,NSE
267785,1046,NIFTY100 LIQ 15,NIFTY100 LIQ 15,0,,0,0,0,EQ,INDICES,NSE
272137,1063,NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,0,,0,0,0,EQ,INDICES,NSE
272393,1064,NIFTY100 QUALTY30,NIFTY100 QUALTY30,0,,0,0,0,EQ,INDICES,NSE
265737,1038,NIFTY200 QUALTY30,NIFTY200 QUALTY30,0,,0,0,0,EQ,INDICES,NSE
265225,1036,NIFTY50 DIV POINT,NIFTY50 DIV POINT,0,,0,0,0,EQ,INDICES,NSE
271625,1061,NIFTY50 EQL WGT,NIFTY50 EQL WGT,0,,0,0,0,EQ,INDICES,NSE
259081,1012,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,0,,0,0,0,EQ,INDICES,NSE
258825,1011,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,0,,0,0,0,EQ,INDICES,NSE
259593,1014,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,0,,0,0,0,EQ,INDICES,NSE
259337,1013,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,0,,0,0,0,EQ,INDICES,NSE
267529,1045,NIFTY50 VALUE 20,NIFTY50 VALUE 20,0,,0,0,0,EQ,INDICES,NSE
61414663,239901,ALUMINIUM22AUGFUT,ALUMINIUM,0,30-08-2022,0,0.05,1,FUT,MCX-FUT,MCX
61415175,239903,COPPER22AUGFUT,COPPER,0,30-08-2022,0,0.05,1,FUT,MCX-FUT,MCX
60747271,237294,COTTON22AUGFUT,COTTON,0,30-08-2022,0,10,1,FUT,MCX-FUT,MCX
60747527,237295,COTTONREF22AUGFUT,COTTONREF,0,30-08-2022,0,10,1,FUT,MCX-FUT,MCX
60589575,236678,CRUDEOIL22AUGFUT,CRUDEOIL,0,19-08-2022,0,1,1,FUT,MCX-FUT,MCX
59549447,232615,GOLD22AUGFUT,GOLD,0,05-08-2022,0,1,1,FUT,MCX-FUT,MCX
61746439,241197,GOLDGUINEA22AUGFUT,GOLDGUINEA,0,30-08-2022,0,1,1,FUT,MCX-FUT,MCX
61831431,241529,GOLDM22AUGFUT,GOLDM,0,05-08-2022,0,1,1,FUT,MCX-FUT,MCX
61746695,241198,GOLDPETAL22AUGFUT,GOLDPETAL,0,30-08-2022,0,1,1,FUT,MCX-FUT,MCX
59994887,234355,KAPAS22NOVFUT,KAPAS,0,30-11-2022,0,0.5,1,FUT,MCX-FUT,MCX
61417735,239913,LEAD22AUGFUT,LEAD,0,30-08-2022,0,0.05,1,FUT,MCX-FUT,MCX
62014215,242243,MCXBULLDEX22AUGFUT,MCXBULLDEX,0,25-08-2022,0,1,1,FUT,MCX-FUT,MCX
61748231,241204,MCXENRGDEX22AUGFUT,MCXENRGDEX,0,08-08-2022,0,1,1,FUT,MCX-FUT,MCX
61934599,241932,MCXMETLDEX22AUGFUT,MCXMETLDEX,0,19-08-2022,0,1,1,FUT,MCX-FUT,MCX
60785415,237443,MENTHAOIL22AUGFUT,MENTHAOIL,0,30-08-2022,0,0.1,1,FUT,MCX-FUT,MCX
62069511,242459,NATURALGAS22AUGFUT,NATURALGAS,0,26-08-2022,0,0.1,1,FUT,MCX-FUT,MCX
61418247,239915,NICKEL22AUGFUT,NICKEL,0,30-08-2022,0,0.1,1,FUT,MCX-FUT,MCX
61413895,239898,RUBBER22AUGFUT,RUBBER,0,30-08-2022,0,1,1,FUT,MCX-FUT,MCX
60128519,234877,SILVER22DECFUT,SILVER,0,05-12-2022,0,1,1,FUT,MCX-FUT,MCX
59658759,233042,SILVERM22AUGFUT,SILVERM,0,31-08-2022,0,1,1,FUT,MCX-FUT,MCX
60066055,234633,SILVERMIC22AUGFUT,SILVERMIC,0,31-08-2022,0,1,1,FUT,MCX-FUT,MCX
61418503,239916,ZINC22AUGFUT,ZINC,0,30-08-2022,0,0.05,1,FUT,MCX-FUT,MCX
13034242,50915,NIFTY22JUN10000PE,NIFTY,0,30-06-2022,10000,0.05,50,PE,NFO-OPT,NFO
12159234,47497,BANKNIFTY22JUN25500CE,BANKNIFTY,0,30-06-2022,25500,0.05,25,CE,NFO-OPT,NFO
14674434,57322,AARTIIND22JUN1000CE,AARTIIND,0,30-06-2022,1000,0.05,850,CE,NFO-OPT,NFO
14688770,57378,ABB22JUN1580CE,ABB,0,30-06-2022,1580,0.05,250,CE,NFO-OPT,NFO
14728194,57532,ABBOTINDIA22JUN11750CE,ABBOTINDIA,0,30-06-2022,11750,0.05,25,CE,NFO-OPT,NFO
14770690,57698,ABCAPITAL22JUN100CE,ABCAPITAL,0,30-06-2022,100,0.05,4400,CE,NFO-OPT,NFO
14781954,57742,ABFRL22JUN190CE,ABFRL,0,30-06-2022,190,0.05,2600,CE,NFO-OPT,NFO
14814722,57870,ACC22JUN1560CE,ACC,0,30-06-2022,1560,0.05,250,CE,NFO-OPT,NFO
14950402,58400,ADANIENT22JUN1340CE,ADANIENT,0,30-06-2022,1340,0.05,500,CE,NFO-OPT,NFO
15339522,59920,ADANIPORTS22JUN1000CE,ADANIPORTS,0,30-06-2022,1000,0.05,1250,CE,NFO-OPT,NFO
15343618,59936,ALKEM22JUN2200CE,ALKEM,0,30-06-2022,2200,0.05,200,CE,NFO-OPT,NFO
15510018,60586,AMARAJABAT22JUN385CE,AMARAJABAT,0,30-06-2022,385,0.05,1000,CE,NFO-OPT,NFO
15573250,60833,AMBUJACEM22JUN200CE,AMBUJACEM,0,30-06-2022,200,0.05,1500,CE,NFO-OPT,NFO
15650818,61136,APLLTD22JUN1000CE,APLLTD,0,30-06-2022,1000,0.05,700,CE,NFO-OPT,NFO
15653378,61146,APOLLOHOSP22JUN2500CE,APOLLOHOSP,0,30-06-2022,2500,0.05,125,CE,NFO-OPT,NFO
15686658,61276,APOLLOTYRE22JUN127.5CE,APOLLOTYRE,0,30-06-2022,127.5,0.05,2500,CE,NFO-OPT,NFO
15760386,61564,ASHOKLEY22JUN100CE,ASHOKLEY,0,30-06-2022,100,0.05,4500,CE,NFO-OPT,NFO
15843842,61890,ASIANPAINT22JUN2150CE,ASIANPAINT,0,30-06-2022,2150,0.05,150,CE,NFO-OPT,NFO
16002306,62509,ASTRAL22JUN1240CE,ASTRAL,0,30-06-2022,1240,0.05,275,CE,NFO-OPT,NFO
16133890,63023,ATUL22JUN10000CE,ATUL,0,30-06-2022,10000,0.05,75,CE,NFO-OPT,NFO
16234242,63415,AUBANK22JUN1000CE,AUBANK,0,30-06-2022,1000,0.05,500,CE,NFO-OPT,NFO
11965442,46740,AUROPHARMA22JUN390CE,AUROPHARMA,0,30-06-2022,390,0.05,750,CE,NFO-OPT,NFO
16361730,63913,AXISBANK22JUN490CE,AXISBANK,0,30-06-2022,490,0.05,1200,CE,NFO-OPT,NFO
16453378,64271,BAJAJ-AUTO22JUN2700CE,BAJAJ-AUTO,0,30-06-2022,2700,0.05,250,CE,NFO-OPT,NFO
11801346,46099,BAJAJFINSV22JUN10000CE,BAJAJFINSV,0,30-06-2022,10000,0.05,50,CE,NFO-OPT,NFO
11454466,44744,BAJFINANCE22JUN4100CE,BAJFINANCE,0,30-06-2022,4100,0.05,125,CE,NFO-OPT,NFO
16594946,64824,BALKRISIND22JUN1360CE,BALKRISIND,0,30-06-2022,1360,0.05,200,CE,NFO-OPT,NFO
9025026,35254,BALRAMCHIN22JUN250CE,BALRAMCHIN,0,30-06-2022,250,0.05,1600,CE,NFO-OPT,NFO
16810242,65665,BANDHANBNK22JUN195CE,BANDHANBNK,0,30-06-2022,195,0.05,1800,CE,NFO-OPT,NFO
16950530,66213,BANKBARODA22JUN100CE,BANKBARODA,0,30-06-2022,100,0.05,5850,CE,NFO-OPT,NFO
16965378,66271,BATAINDIA22JUN1280CE,BATAINDIA,0,30-06-2022,1280,0.05,275,CE,NFO-OPT,NFO
17057794,66632,BEL22JUN130CE,BEL,0,30-06-2022,130,0.05,3800,CE,NFO-OPT,NFO
17148162,66985,BERGEPAINT22JUN430CE,BERGEPAINT,0,30-06-2022,430,0.05,1100,CE,NFO-OPT,NFO
17261826,67429,BHARATFORG22JUN460CE,BHARATFORG,0,30-06-2022,460,0.05,750,CE,NFO-OPT,NFO
17424386,68064,BHARTIARTL22JUN470CE,BHARTIARTL,0,30-06-2022,470,0.05,950,CE,NFO-OPT,NFO
17491458,68326,BHEL22JUN31CE,BHEL,0,30-06-2022,31,0.05,10500,CE,NFO-OPT,NFO
17555458,68576,BIOCON22JUN245CE,BIOCON,0,30-06-2022,245,0.05,2300,CE,NFO-OPT,NFO
17635586,68889,BOSCHLTD22JUN10000CE,BOSCHLTD,0,30-06-2022,10000,0.05,50,CE,NFO-OPT,NFO
17693954,69117,BPCL22JUN245CE,BPCL,0,30-06-2022,245,0.05,1800,CE,NFO-OPT,NFO
17747202,69325,BRITANNIA22JUN2700CE,BRITANNIA,0,30-06-2022,2700,0.05,200,CE,NFO-OPT,NFO
11549954,45117,BSOFT22JUN250CE,BSOFT,0,30-06-2022,250,0.05,1300,CE,NFO-OPT,NFO
18008322,70345,CANBK22JUN140CE,CANBK,0,30-06-2022,140,0.05,2700,CE,NFO-OPT,NFO
10563330,41263,CANFINHOME22JUN330CE,CANFINHOME,0,30-06-2022,330,0.05,975,CE,NFO-OPT,NFO
18212610,71143,CHAMBLFERT22JUN260CE,CHAMBLFERT,0,30-06-2022,260,0.05,1500,CE,NFO-OPT,NFO
18277378,71396,CHOLAFIN22JUN440CE,CHOLAFIN,0,30-06-2022,440,0.05,1250,CE,NFO-OPT,NFO
18402818,71886,CIPLA22JUN1000CE,CIPLA,0,30-06-2022,1000,0.05,650,CE,NFO-OPT,NFO
18428674,71987,COALINDIA22JUN112.5CE,COALINDIA,0,30-06-2022,112.5,0.05,4200,CE,NFO-OPT,NFO
9350146,36524,COFORGE22JUN2600CE,COFORGE,0,30-06-2022,2600,0.05,100,CE,NFO-OPT,NFO
18632194,72782,COLPAL22JUN1140CE,COLPAL,0,30-06-2022,1140,0.05,350,CE,NFO-OPT,NFO
18708994,73082,CONCOR22JUN430CE,CONCOR,0,30-06-2022,430,0.05,800,CE,NFO-OPT,NFO
18831106,73559,COROMANDEL22JUN1000CE,COROMANDEL,0,30-06-2022,1000,0.05,625,CE,NFO-OPT,NFO
19016194,74282,CROMPTON22JUN250CE,CROMPTON,0,30-06-2022,250,0.05,1100,CE,NFO-OPT,NFO
19084546,74549,CUB22JUN100CE,CUB,0,30-06-2022,100,0.05,3400,CE,NFO-OPT,NFO
19156226,74829,CUMMINSIND22JUN1000CE,CUMMINSIND,0,30-06-2022,1000,0.05,600,CE,NFO-OPT,NFO
19234562,75135,DABUR22JUN390CE,DABUR,0,30-06-2022,390,0.05,1250,CE,NFO-OPT,NFO
19405314,75802,DALBHARAT22JUN1000CE,DALBHARAT,0,30-06-2022,1000,0.05,250,CE,NFO-OPT,NFO
19482370,76103,DEEPAKNTR22JUN1400CE,DEEPAKNTR,0,30-06-2022,1400,0.05,250,CE,NFO-OPT,NFO
11000578,42971,DELTACORP22JUN140CE,DELTACORP,0,30-06-2022,140,0.05,2300,CE,NFO-OPT,NFO
9972226,38954,DIVISLAB22JUN2550CE,DIVISLAB,0,30-06-2022,2550,0.05,100,CE,NFO-OPT,NFO
12753922,49820,DIXON22JUN2400CE,DIXON,0,30-06-2022,2400,0.05,125,CE,NFO-OPT,NFO
19850754,77542,DLF22JUN240CE,DLF,0,30-06-2022,240,0.05,1650,CE,NFO-OPT,NFO
19890434,77697,DRREDDY22JUN2750CE,DRREDDY,0,30-06-2022,2750,0.05,125,CE,NFO-OPT,NFO
19967746,77999,EICHERMOT22JUN1860CE,EICHERMOT,0,30-06-2022,1860,0.05,350,CE,NFO-OPT,NFO
20036098,78266,ESCORTS22JUN1160CE,ESCORTS,0,30-06-2022,1160,0.05,550,CE,NFO-OPT,NFO
20347394,79482,EXIDEIND22JUN105CE,EXIDEIND,0,30-06-2022,105,0.05,3600,CE,NFO-OPT,NFO
20497666,80069,FEDERALBNK22JUN100CE,FEDERALBNK,0,30-06-2022,100,0.05,10000,CE,NFO-OPT,NFO
10315266,40294,FINNIFTY22JUN12300CE,FINNIFTY,0,28-06-2022,12300,0.05,40,CE,NFO-OPT,NFO
20599810,80468,FSL22JUN100CE,FSL,0,30-06-2022,100,0.05,2600,CE,NFO-OPT,NFO
20626690,80573,GAIL22JUN100CE,GAIL,0,30-06-2022,100,0.05,6100,CE,NFO-OPT,NFO
20802050,81258,GLENMARK22JUN290CE,GLENMARK,0,30-06-2022,290,0.05,1150,CE,NFO-OPT,NFO
20870146,81524,GMRINFRA22JUN24CE,GMRINFRA,0,30-06-2022,24,0.05,22500,CE,NFO-OPT,NFO
20943618,81811,GNFC22JUN1000CE,GNFC,0,30-06-2022,1000,0.05,1300,CE,NFO-OPT,NFO
21044738,82206,GODREJCP22JUN1000CE,GODREJCP,0,30-06-2022,1000,0.05,500,CE,NFO-OPT,NFO
12250114,47852,GODREJPROP22JUN1000CE,GODREJPROP,0,30-06-2022,1000,0.05,325,CE,NFO-OPT,NFO
12199426,47654,GRANULES22JUN170CE,GRANULES,0,30-06-2022,170,0.05,1550,CE,NFO-OPT,NFO
10000386,39064,GRASIM22JUN1000CE,GRASIM,0,30-06-2022,1000,0.05,475,CE,NFO-OPT,NFO
21648642,84565,GSPL22JUN190CE,GSPL,0,30-06-2022,190,0.05,1700,CE,NFO-OPT,NFO
21746434,84947,GUJGASLTD22JUN350CE,GUJGASLTD,0,30-06-2022,350,0.05,1250,CE,NFO-OPT,NFO
21837570,85303,HAL22JUN1000CE,HAL,0,30-06-2022,1000,0.05,475,CE,NFO-OPT,NFO
22091010,86293,HAVELLS22JUN1000CE,HAVELLS,0,30-06-2022,1000,0.05,500,CE,NFO-OPT,NFO
22950658,89651,HCLTECH22JUN1000CE,HCLTECH,0,30-06-2022,1000,0.05,700,CE,NFO-OPT,NFO
22977282,89755,HDFC22JUN1720CE,HDFC,0,30-06-2022,1720,0.05,300,CE,NFO-OPT,NFO
12782594,49932,HDFCAMC22JUN1300CE,HDFCAMC,0,30-06-2022,1300,0.05,200,CE,NFO-OPT,NFO
23083778,90171,HDFCBANK22JUN1000CE,HDFCBANK,0,30-06-2022,1000,0.05,550,CE,NFO-OPT,NFO
23122690,90323,HDFCLIFE22JUN405CE,HDFCLIFE,0,30-06-2022,405,0.05,1100,CE,NFO-OPT,NFO
23195394,90607,HEROMOTOCO22JUN1800CE,HEROMOTOCO,0,30-06-2022,1800,0.05,300,CE,NFO-OPT,NFO
11072770,43253,HINDALCO22JUN270CE,HINDALCO,0,30-06-2022,270,0.05,1075,CE,NFO-OPT,NFO
23294210,90993,HINDCOPPER22JUN100CE,HINDCOPPER,0,30-06-2022,100,0.05,4300,CE,NFO-OPT,NFO
23313154,91067,HINDPETRO22JUN175CE,HINDPETRO,0,30-06-2022,175,0.05,2700,CE,NFO-OPT,NFO
23344386,91189,HINDUNILVR22JUN1540CE,HINDUNILVR,0,30-06-2022,1540,0.05,300,CE,NFO-OPT,NFO
12744962,49785,HONAUT22JUN22500CE,HONAUT,0,30-06-2022,22500,0.05,15,CE,NFO-OPT,NFO
23425282,91505,IBULHSGFIN22JUN100CE,IBULHSGFIN,0,30-06-2022,100,0.05,3100,CE,NFO-OPT,NFO
23442690,91573,ICICIBANK22JUN500CE,ICICIBANK,0,30-06-2022,500,0.05,1375,CE,NFO-OPT,NFO
23476994,91707,ICICIGI22JUN1000CE,ICICIGI,0,30-06-2022,1000,0.05,425,CE,NFO-OPT,NFO
23542530,91963,ICICIPRULI22JUN330CE,ICICIPRULI,0,30-06-2022,330,0.05,750,CE,NFO-OPT,NFO
23610626,92229,IDEA22JUN10CE,IDEA,0,30-06-2022,10,0.05,70000,CE,NFO-OPT,NFO
12795650,49983,IDFC22JUN35CE,IDFC,0,30-06-2022,35,0.05,10000,CE,NFO-OPT,NFO
23651074,92387,IDFCFIRSTB22JUN25CE,IDFCFIRSTB,0,30-06-2022,25,0.05,11100,CE,NFO-OPT,NFO
13135362,51310,IEX22JUN130CE,IEX,0,30-06-2022,130,0.05,3750,CE,NFO-OPT,NFO
23694082,92555,IGL22JUN230CE,IGL,0,30-06-2022,230,0.05,1375,CE,NFO-OPT,NFO
23725826,92679,INDHOTEL22JUN160CE,INDHOTEL,0,30-06-2022,160,0.05,4022,CE,NFO-OPT,NFO
23745026,92754,INDIACEM22JUN120CE,INDIACEM,0,30-06-2022,120,0.05,2900,CE,NFO-OPT,NFO
23768322,92845,INDIAMART22JUN2500CE,INDIAMART,0,30-06-2022,2500,0.05,75,CE,NFO-OPT,NFO
9577730,37413,INDIGO22JUN1240CE,INDIGO,0,30-06-2022,1240,0.05,250,CE,NFO-OPT,NFO
23850242,93165,INDUSINDBK22JUN1000CE,INDUSINDBK,0,30-06-2022,1000,0.05,900,CE,NFO-OPT,NFO
23859970,93203,INDUSTOWER22JUN134CE,INDUSTOWER,0,30-06-2022,134,0.05,2800,CE,NFO-OPT,NFO
11954690,46698,INFY22JUN1040CE,INFY,0,30-06-2022,1040,0.05,300,CE,NFO-OPT,NFO
23938818,93511,INTELLECT22JUN1000CE,INTELLECT,0,30-06-2022,1000,0.05,750,CE,NFO-OPT,NFO
23956738,93581,IOC22JUN100CE,IOC,0,30-06-2022,100,0.05,6500,CE,NFO-OPT,NFO
24002818,93761,IPCALAB22JUN1000CE,IPCALAB,0,30-06-2022,1000,0.05,450,CE,NFO-OPT,NFO
24030978,93871,IRCTC22JUN1000CE,IRCTC,0,30-06-2022,1000,0.05,875,CE,NFO-OPT,NFO
24035586,93889,ITC22JUN162.5CE,ITC,0,30-06-2022,162.5,0.05,3200,CE,NFO-OPT,NFO
19330818,75511,JINDALSTEL22JUN270CE,JINDALSTEL,0,30-06-2022,270,0.05,1250,CE,NFO-OPT,NFO
24097026,94129,JKCEMENT22JUN1500CE,JKCEMENT,0,30-06-2022,1500,0.05,175,CE,NFO-OPT,NFO
12797954,49992,JSWSTEEL22JUN400CE,JSWSTEEL,0,30-06-2022,400,0.05,1350,CE,NFO-OPT,NFO
24148738,94331,JUBLFOOD22JUN350CE,JUBLFOOD,0,30-06-2022,350,0.05,625,CE,NFO-OPT,NFO
24178946,94449,KOTAKBANK22JUN1340CE,KOTAKBANK,0,30-06-2022,1340,0.05,400,CE,NFO-OPT,NFO
24235778,94671,L&TFH22JUN100CE,L&TFH,0,30-06-2022,100,0.05,8924,CE,NFO-OPT,NFO
10073602,39350,LALPATHLAB22JUN1300CE,LALPATHLAB,0,30-06-2022,1300,0.05,125,CE,NFO-OPT,NFO
24270594,94807,LAURUSLABS22JUN350CE,LAURUSLABS,0,30-06-2022,350,0.05,900,CE,NFO-OPT,NFO
24302338,94931,LICHSGFIN22JUN250CE,LICHSGFIN,0,30-06-2022,250,0.05,2000,CE,NFO-OPT,NFO
24333570,95053,LT22JUN1160CE,LT,0,30-06-2022,1160,0.05,575,CE,NFO-OPT,NFO
13144066,51344,LTI22JUN2600CE,LTI,0,30-06-2022,2600,0.05,150,CE,NFO-OPT,NFO
12288770,48003,LTTS22JUN2300CE,LTTS,0,30-06-2022,2300,0.05,200,CE,NFO-OPT,NFO
24494850,95683,LUPIN22JUN1000CE,LUPIN,0,30-06-2022,1000,0.05,850,CE,NFO-OPT,NFO
24538370,95853,M&M22JUN1000CE,M&M,0,30-06-2022,1000,0.05,700,CE,NFO-OPT,NFO
24545538,95881,M&MFIN22JUN100CE,M&MFIN,0,30-06-2022,100,0.05,4000,CE,NFO-OPT,NFO
24587522,96045,MANAPPURAM22JUN100CE,MANAPPURAM,0,30-06-2022,100,0.05,3000,CE,NFO-OPT,NFO
24619778,96171,MARICO22JUN360CE,MARICO,0,30-06-2022,360,0.05,1000,CE,NFO-OPT,NFO
24684290,96423,MARUTI22JUN10000CE,MARUTI,0,30-06-2022,10000,0.05,100,CE,NFO-OPT,NFO
24717058,96551,MCDOWELL-N22JUN1000CE,MCDOWELL-N,0,30-06-2022,1000,0.05,625,CE,NFO-OPT,NFO
24737026,96629,MCX22JUN1000CE,MCX,0,30-06-2022,1000,0.05,350,CE,NFO-OPT,NFO
20218370,78978,METROPOLIS22JUN1150CE,METROPOLIS,0,30-06-2022,1150,0.05,200,CE,NFO-OPT,NFO
25264130,98688,MFSL22JUN1000CE,MFSL,0,30-06-2022,1000,0.05,650,CE,NFO-OPT,NFO
25297410,98818,MGL22JUN1000CE,MGL,0,30-06-2022,1000,0.05,600,CE,NFO-OPT,NFO
13755138,53731,MIDCPNIFTY22JUN4900CE,MIDCPNIFTY,0,28-06-2022,4900,0.05,75,CE,NFO-OPT,NFO
13727234,53622,MINDTREE22JUN1900CE,MINDTREE,0,30-06-2022,1900,0.05,200,CE,NFO-OPT,NFO
25326082,98930,MOTHERSUMI22JUN100CE,MOTHERSUMI,0,30-06-2022,100,0.05,3500,CE,NFO-OPT,NFO
12297474,48037,MPHASIS22JUN1700CE,MPHASIS,0,30-06-2022,1700,0.05,175,CE,NFO-OPT,NFO
25387010,99168,MRF22JUN53500CE,MRF,0,30-06-2022,53500,0.05,10,CE,NFO-OPT,NFO
25425922,99320,MUTHOOTFIN22JUN1000CE,MUTHOOTFIN,0,30-06-2022,1000,0.05,375,CE,NFO-OPT,NFO
12850946,50199,NAM-INDIA22JUN195CE,NAM-INDIA,0,30-06-2022,195,0.05,1600,CE,NFO-OPT,NFO
25505282,99630,NATIONALUM22JUN100CE,NATIONALUM,0,30-06-2022,100,0.05,4250,CE,NFO-OPT,NFO
10181634,39772,NAUKRI22JUN2500CE,NAUKRI,0,30-06-2022,2500,0.05,125,CE,NFO-OPT,NFO
25556482,99830,NAVINFLUOR22JUN2600CE,NAVINFLUOR,0,30-06-2022,2600,0.05,225,CE,NFO-OPT,NFO
25579010,99918,NBCC22JUN24CE,NBCC,0,30-06-2022,24,0.05,12000,CE,NFO-OPT,NFO
25597442,99990,NESTLEIND22JUN14100CE,NESTLEIND,0,30-06-2022,14100,0.05,25,CE,NFO-OPT,NFO
13168130,51438,NMDC22JUN100CE,NMDC,0,30-06-2022,100,0.05,3350,CE,NFO-OPT,NFO
25738498,100541,NTPC22JUN101CE,NTPC,0,30-06-2022,101,0.05,5700,CE,NFO-OPT,NFO
25932546,101299,OBEROIRLTY22JUN1000CE,OBEROIRLTY,0,30-06-2022,1000,0.05,700,CE,NFO-OPT,NFO
26066946,101824,OFSS22JUN2310CE,OFSS,0,30-06-2022,2310,0.05,125,CE,NFO-OPT,NFO
26210050,102383,ONGC22JUN105CE,ONGC,0,30-06-2022,105,0.05,3850,CE,NFO-OPT,NFO
26240770,102503,PAGEIND22JUN27000CE,PAGEIND,0,30-06-2022,27000,0.05,15,CE,NFO-OPT,NFO
13174274,51462,PEL22JUN1200CE,PEL,0,30-06-2022,1200,0.05,275,CE,NFO-OPT,NFO
